"season","week","offense_team","games_played","total_plays","pass_plays","run_plays","pass_rate","avg_yards_per_play","avg_yards_per_pass","avg_yards_per_run","avg_epa_per_play","avg_epa_pass","avg_epa_run","success_rate","explosive_play_rate","stuff_rate","sack_rate","turnovers_lost","turnover_rate","touchdowns","third_down_attempts","third_down_conversions","third_down_rate","red_zone_plays","red_zone_tds","red_zone_td_rate","two_min_plays","two_min_epa","plays_per_game","seconds_per_play","roll3_epa","roll3_success_rate","roll3_explosive_rate","roll3_third_down","roll3_red_zone_td","roll3_pace","composite_epa","epa_rank","pass_epa_rank","run_epa_rank","success_rank","third_down_rank","red_zone_rank"
2025,6,"LA",1,49,28,21,0.571428571428571,4.95918367346939,5.96428571428571,3.61904761904762,-0.0331867793169627,0.0342658990663952,-0.123123683828107,0.469387755102041,0.122448979591837,0.326530612244898,0.0714285714285714,1,0.0204081632653061,2,10,4,0.4,11,2,0.181818181818182,0,NA,49,NA,0.032736125441598,0.516025960726421,0.129607463708846,0.377777777777778,0.310606060606061,59,-0.0286899340914055,20,17,22,12,16,13
2025,6,"LAC",1,64,39,25,0.609375,6.296875,6.74358974358974,5.6,0.103991037248707,0.177854124167921,-0.0112353783452666,0.453125,0.125,0.25,0.0256410256410256,1,0.015625,2,15,6,0.4,19,2,0.105263157894737,7,0.0757595378331741,64,NA,-0.0579846791017917,0.420221560846561,0.109126984126984,0.442045454545455,0.0721247563352826,61,0.102218323162646,12,12,13,16,16,24
2025,6,"LV",1,53,25,28,0.471698113207547,4.16981132075472,6.32,2.25,-0.200677994544432,0.0227730551175773,-0.400187860314083,0.39622641509434,0.0566037735849057,0.377358490566038,0.08,1,0.0188679245283019,2,13,6,0.461538461538462,13,2,0.153846153846154,0,NA,53,NA,-0.215905212675064,0.470805630428272,0.100031945692323,0.416666666666667,0.125356125356125,55.3333333333333,-0.146411311055087,27,18,29,24,5,16
2025,6,"MIA",1,54,34,20,0.62962962962963,6.11111111111111,5.82352941176471,6.6,0.0236000294091087,-0.0690793802045789,0.181155025752378,0.425925925925926,0.0925925925925926,0.333333333333333,0.0588235294117647,3,0.0555555555555556,3,10,4,0.4,6,2,0.333333333333333,14,0.505143266349452,54,NA,0.0726064113636495,0.391101793617517,0.0805963195900303,0.382750582750583,0.254700854700855,53.6666666666667,0.0310143821782037,18,24,5,20,16,5.5
2025,6,"NE",1,55,26,29,0.472727272727273,5.63636363636364,8.88461538461539,2.72413793103448,0.0968588156582909,0.534827691523491,-0.295802935117406,0.490909090909091,0.0727272727272727,0.327272727272727,0.0384615384615385,0,0,2,12,6,0.5,4,0,0,7,0.513485869997713,55,NA,0.176775982978115,0.454686398872445,0.116560958421424,0.402777777777778,0.181818181818182,51,0.202575440867132,6,1,26,9,3.5,28
2025,6,"NO",1,51,28,23,0.549019607843137,5.80392156862745,7.96428571428571,3.17391304347826,-0.0411474344253871,-0.0516222692717437,-0.0283954615689531,0.450980392156863,0.0588235294117647,0.235294117647059,0.0714285714285714,1,0.0196078431372549,1,9,3,0.333333333333333,8,1,0.125,2,-0.92445234022999,51,NA,0.00120956491785964,0.448739495798319,0.0844226579520697,0.418181818181818,0.0892857142857143,58,-0.0423315461906274,21,22,15,17,22.5,22
2025,6,"NYG",1,62,27,35,0.435483870967742,5.75806451612903,6.88888888888889,4.88571428571429,0.233070666300914,0.20432832325093,0.255243330939473,0.467741935483871,0.145161290322581,0.209677419354839,0.0740740740740741,0,0,5,13,9,0.692307692307692,13,4,0.307692307692308,6,0.490846526498596,62,NA,-0.0714429232270955,0.448042424075755,0.0824166506247193,0.486324786324786,0.224786324786325,66.3333333333333,0.224694326326347,5,11,1,14,1,7.5
2025,6,"NYJ",1,57,26,31,0.456140350877193,1.43859649122807,-0.384615384615385,2.96774193548387,-0.420661467797319,-0.796979155792361,-0.1050401810918,0.245614035087719,0,0.421052631578947,0.346153846153846,0,0,0,15,2,0.133333333333333,2,0,0,12,-0.408046412732801,57,NA,-0.0722311992637535,0.454523927188864,0.0792253521126761,0.338425925925926,0.0476190476190476,61.3333333333333,-0.520203565912137,30,30,20,30,28,28
2025,6,"PHI",1,56,36,20,0.642857142857143,6.05357142857143,7.38888888888889,3.65,-0.0966733384220342,-0.0831556033551365,-0.12100526154245,0.446428571428571,0.107142857142857,0.375,0.0833333333333333,2,0.0357142857142857,2,9,1,0.111111111111111,12,2,0.166666666666667,6,-0.024722868615451,56,NA,-0.0639480440346405,0.412942077415762,0.0958182493270213,0.216690716690717,0.281746031746032,55.6666666666667,-0.0982954666300619,24,25,21,19,29,14.5
2025,6,"PIT",1,55,30,25,0.545454545454545,6.09090909090909,7.83333333333333,4,0.130154111870845,0.319973324562431,-0.0976289433590579,0.418181818181818,0.181818181818182,0.290909090909091,0,0,0,2,12,5,0.416666666666667,2,1,0.5,0,NA,55,NA,0.0591216597773803,0.488961038961039,0.11734693877551,0.347222222222222,0.333333333333333,49.3333333333333,0.152932417393836,8,7,19,21,12,2.5
2025,6,"SEA",1,50,27,23,0.54,6.6,9.85185185185185,2.78260869565217,0.0325823573461297,0.352616062858911,-0.343109383908005,0.38,0.1,0.42,0.037037037037037,0,0,2,11,1,0.0909090909090909,10,1,0.1,5,0.0578992308410416,50,NA,0.163548653394379,0.470001031034127,0.12653881843489,0.406371406371406,0.25,54.6666666666667,0.0743258841521446,14,5,28,25,30,25
2025,6,"SF",1,64,43,21,0.671875,5.609375,6.88372093023256,3,-0.0245520172874309,-0.0259474940815784,-0.0216946124232241,0.46875,0.078125,0.328125,0.13953488372093,1,0.015625,1,16,7,0.4375,7,1,0.142857142857143,8,-0.0710937692444925,64,NA,0.0202542294557934,0.473122427983539,0.0724849353321576,0.480591168091168,0.133477633477633,69.3333333333333,-0.0242463414182367,19,21,14,13,9,19
2025,6,"TB",1,49,23,26,0.469387755102041,6.51020408163265,9.30434782608696,4.03846153846154,0.215569361096234,0.344007252998024,0.101951225952344,0.530612244897959,0.122448979591837,0.26530612244898,0.0434782608695652,0,0,3,8,3,0.375,6,2,0.333333333333333,5,0.176604770342261,49,NA,0.132681611486496,0.461044724907507,0.103224952261606,0.414044289044289,0.222222222222222,56.6666666666667,0.247184842179752,3,6,9,5,19.5,5.5
2025,6,"TEN",1,58,43,15,0.741379310344828,3.87931034482759,3.72093023255814,4.33333333333333,-0.307668654738855,-0.340426689227718,-0.213762289204113,0.379310344827586,0.103448275862069,0.379310344827586,0.13953488372093,3,0.0517241379310345,1,13,3,0.230769230769231,7,1,0.142857142857143,14,-0.129360280506912,58,NA,-0.229231485563591,0.385088876326864,0.111714088311036,0.256576756576757,NA,54.6666666666667,-0.289760929218276,28,28,25,26,25,19
2025,6,"WAS",1,58,28,30,0.482758620689655,5.68965517241379,7.32142857142857,4.16666666666667,-0.0292835209425597,0.303393951473064,-0.339782495197142,0.448275862068966,0.103448275862069,0.258620689655172,0.107142857142857,3,0.0517241379310345,3,8,3,0.375,2,1,0.5,3,-0.509993564323679,58,NA,0.0988465767671178,0.505634437683119,0.119972954699121,0.277777777777778,0.280952380952381,53,0.0461233728049816,17,8,27,18,19.5,2.5
